DateSubmitted,SubmissionId,TeamId,UserName,TeamName,IsSelected,PublicScore,PrivateScore,Average
17/08/2024 6:26,39565973,12506020,imasha04,Imasha04,FALSE,0.583333333,0.5,0.541666667
17/08/2024 0:25,39563839,12492032,alexrunqin,Alex Run Qin,FALSE,0.476190476,0.6,0.538095238
17/08/2024 6:29,39565992,12506009,minhqunnguyen,Group 8,FALSE,0.56547619,0.5,0.532738095
17/08/2024 6:27,39565984,12506008,wyan0539,wyan0539,FALSE,0.589285714,0.475,0.532142857
17/08/2024 6:35,39566044,12506458,yuyangmars,On Your Mark ,FALSE,0.625,0.425,0.525
17/08/2024 6:36,39566048,12506458,yuyangmars,On Your Mark ,FALSE,0.625,0.425,0.525
17/08/2024 4:47,39565255,12506012,yeechengng,GuessOurGroupNumber,FALSE,0.523809524,0.525,0.524404762
17/08/2024 4:52,39565280,12506009,minhqunnguyen,Group 8,FALSE,0.517857143,0.525,0.521428571
17/08/2024 5:41,39565608,12506011,nathancavenor,Nathan Cavenor,FALSE,0.416666667,0.625,0.520833333
17/08/2024 5:42,39565624,12506465,ngyeecheng,Ng Yee Cheng,FALSE,0.666666667,0.375,0.520833333
17/08/2024 6:25,39565966,12506004,jeyasrisundar,Jeyasri Sundar,FALSE,0.541666667,0.5,0.520833333
17/08/2024 6:26,39565971,12506008,wyan0539,wyan0539,FALSE,0.541666667,0.5,0.520833333
17/08/2024 6:30,39566006,12506020,imasha04,Imasha04,FALSE,0.541666667,0.5,0.520833333
17/08/2024 6:31,39566010,12506020,imasha04,Imasha04,FALSE,0.541666667,0.5,0.520833333
17/08/2024 6:17,39565890,12506023,stephanielu2024,Grp5 :),FALSE,0.452380952,0.575,0.513690476
17/08/2024 2:09,39564294,12506012,astonk,GuessOurGroupNumber,FALSE,0.5,0.5,0.5
17/08/2024 3:07,39564697,12506023,annhnnguynv,Grp5 :),FALSE,0.5,0.5,0.5
17/08/2024 3:56,39564980,12506023,stephanielu2024,Grp5 :),FALSE,0.5,0.5,0.5
17/08/2024 5:18,39565445,12506025,richardlr03,Richardlr,FALSE,0.5,0.5,0.5
17/08/2024 5:20,39565462,12506009,minhqunnguyen,Group 8,FALSE,0.5,0.5,0.5
17/08/2024 5:28,39565511,12506023,julialiewhy,Grp5 :),FALSE,0.5,0.5,0.5
17/08/2024 5:47,39565660,12506029,gurime,Gurime,FALSE,0.5,0.5,0.5
17/08/2024 5:48,39565669,12506029,gurime,Gurime,FALSE,0.5,0.5,0.5
17/08/2024 5:49,39565674,12506029,gurime,Gurime,FALSE,0.5,0.5,0.5
17/08/2024 5:49,39565679,12506004,jeyasrisundar,Jeyasri Sundar,FALSE,0.5,0.5,0.5
17/08/2024 5:50,39565687,12506004,jeyasrisundar,Jeyasri Sundar,FALSE,0.5,0.5,0.5
17/08/2024 5:58,39565727,12506026,odyzhou,ODY ZHOU,FALSE,0.5,0.5,0.5
17/08/2024 6:03,39565770,12506029,gurime,Gurime,FALSE,0.5,0.5,0.5
17/08/2024 6:18,39565898,12506057,sidaswarkrishnan,Sidaswar Krishnan,TRUE,0.398809524,0.6,0.499404762
17/08/2024 5:53,39565701,12506023,stephanielu2024,Grp5 :),FALSE,0.470238095,0.5,0.485119048
17/08/2024 6:07,39565799,12506023,stephanielu2024,Grp5 :),FALSE,0.511904762,0.45,0.480952381
17/08/2024 4:26,39565138,12506056,thomasdna,Thomas_DNA,FALSE,0.458333333,0.5,0.479166667
17/08/2024 2:00,39564260,12506056,thomasdna,Thomas_DNA,FALSE,0.505952381,0.45,0.47797619
17/08/2024 4:39,39565209,12506056,thomasdna,Thomas_DNA,FALSE,0.505952381,0.45,0.47797619
17/08/2024 6:05,39565786,12506011,nathancavenor,Nathan Cavenor,FALSE,0.5,0.45,0.475
17/08/2024 6:11,39565839,12506015,pwintshweyioo,Pwint Shwe Yi Oo,FALSE,0.458333333,0.475,0.466666667
17/08/2024 6:00,39565740,12506023,stephanielu2024,Grp5 :),FALSE,0.446428571,0.475,0.460714286
17/08/2024 6:48,39566124,12506057,sidaswarkrishnan,Sidaswar Krishnan,FALSE,0.458333333,0.45,0.454166667
17/08/2024 3:48,39564940,12506023,annhnnguynv,Grp5 :),FALSE,0.505952381,0.4,0.45297619
17/08/2024 5:01,39565336,12506011,nathancavenor,Nathan Cavenor,FALSE,0.529761905,0.375,0.452380952
17/08/2024 5:48,39565664,12506029,gurime,Gurime,FALSE,0.511904762,0.375,0.443452381
17/08/2024 6:07,39565803,12506029,gurime,Gurime,FALSE,0.452380952,0.425,0.438690476
17/08/2024 4:59,39565319,12506023,julialiewhy,Grp5 :),FALSE,0.363095238,0.5,0.431547619
17/08/2024 6:32,39566019,12506057,sidaswarkrishnan,Sidaswar Krishnan,FALSE,0.488095238,0.35,0.419047619
17/08/2024 3:47,39564936,12506012,astonk,GuessOurGroupNumber,FALSE,0.482142857,0.35,0.416071429
17/08/2024 5:41,39565616,12506015,pwintshweyioo,Pwint Shwe Yi Oo,FALSE,0.357142857,0.475,0.416071429
17/08/2024 5:26,39565501,12506015,pwintshweyioo,Pwint Shwe Yi Oo,FALSE,0.273809524,0.425,0.349404762
